state,city,population,incident_count,per_capita,lat,lng
California,Arcadia,56737,8,14.100146289017749,34.1342,-118.0373
California,Lathrop,28789,4,13.89419569974643,37.809,-121.3131
California,Fontana,208766,29,13.891150857898317,34.0968,-117.4599
California,Ontario,175518,24,13.673811233035927,34.0393,-117.6064
California,Suisun City,29471,4,13.572664653388076,38.2473,-122.0091
California,Rialto,104216,14,13.433637829124129,34.1175,-117.3892
California,La Quinta,37600,5,13.297872340425533,33.6536,-116.2785
California,Monterey,30102,4,13.288153611055742,36.5919,-121.8808
California,El Cajon,106286,14,13.172007602130101,32.8017,-116.9604
California,Manteca,83678,11,13.145629675661466,37.7927,-121.2264
California,Palo Alto,68724,9,13.095861707700367,37.3905,-122.1468
California,Pacifica,38655,5,12.934937265554261,37.6113,-122.4782
California,Newark,47947,6,12.513817339979562,37.5201,-122.0307
California,Downey,114558,14,12.220883744478778,33.9379,-118.1311
California,Garden Grove,172144,21,12.199089134677944,33.7787,-117.9601
California,Vista,98484,12,12.184720360667722,33.1896,-117.2386
California,Palm Desert,51163,6,11.727224752262378,33.7378,-116.3695
California,Vacaville,102675,12,11.68736303871439,38.3587,-121.9673
California,Norco,25960,3,11.556240369799692,33.9252,-117.5498
California,Imperial Beach,26190,3,11.45475372279496,32.5693,-117.118
California,Yuba City,70101,8,11.412105390793284,39.1357,-121.6383
California,Brawley,26443,3,11.345157508603412,32.9783,-115.5287
California,Tustin,80142,9,11.230066631728683,33.7311,-117.8107
California,La Habra,63200,7,11.075949367088608,33.9282,-117.9515
California,Benicia,27092,3,11.073379595452533,38.0725,-122.1526
California,Santa Clara,127452,14,10.984527508395317,37.3646,-121.968
California,Lakewood,82727,9,10.879156744472784,33.8471,-118.1222
California,Santa Monica,93028,10,10.749451777959324,34.0235,-118.481
California,Ridgecrest,27918,3,10.74575542660649,35.6308,-117.6622
California,Belmont,28313,3,10.595839367075195,37.5154,-122.2953
California,Adelanto,37817,4,10.577253616098579,34.5814,-117.4397
California,Stanton,37953,4,10.539351302927304,33.8003,-117.9935
California,Alameda,78611,8,10.176692829247814,37.7668,-122.267
California,Livermore,88614,9,10.156408693885842,37.6868,-121.7607
California,Napa,79276,8,10.091326504869064,38.2975,-122.301
California,Cerritos,49683,5,10.063804520660991,33.8678,-118.0686
California,Gilroy,59669,6,10.055472691012083,37.0046,-121.5854
California,Hesperia,100038,10,9.996201443451488,34.3975,-117.3147
California,East Palo Alto,30050,3,9.983361064891847,37.4671,-122.1352
California,Woodland,60852,6,9.8599881680142,38.6712,-121.75
California,Saratoga,31164,3,9.626492106276473,37.2684,-122.0263
California,Hollister,41702,4,9.591866097549278,36.8555,-121.3986
California,Torrance,147323,14,9.502928938454959,33.8346,-118.3416
California,Novato,53130,5,9.410878976096367,38.092,-122.5575
California,Beverly Hills,32782,3,9.151363553169423,34.0786,-118.4021
California,Temecula,110130,10,9.08017797148824,33.4928,-117.1315
California,Lompoc,44398,4,9.009414838506238,34.6618,-120.4714
California,Upland,79110,7,8.848438882568574,34.1178,-117.6604
California,Chino,90989,8,8.792271593269515,33.9836,-117.6654
California,Fountain Valley,57175,5,8.745080891998251,33.7105,-117.9514
California,Huntington Beach,199140,17,8.536707843728031,33.696,-118.0018
California,San Juan Capistrano,35253,3,8.509914049868096,33.5008,-117.6544
California,San Marcos,94914,8,8.428682807594244,33.135,-117.1743
California,Petaluma,59713,5,8.373386029842747,38.2423,-122.6266
California,Fullerton,143367,12,8.370127016677477,33.8841,-117.9279
California,La Mirada,47831,4,8.362777278334136,33.9025,-118.0093
California,Santee,60075,5,8.322929671244278,32.8554,-116.9851
California,Clovis,120254,10,8.315731701232393,36.8278,-119.683
California,Redlands,73004,6,8.2187277409457,34.0512,-117.1712
California,Monterey Park,61259,5,8.1620659821414,34.0497,-118.1326
California,San Rafael,61287,5,8.158337004584986,37.9905,-122.5221
California,Wildomar,36914,3,8.126997886980549,33.6173,-117.2582
California,Orange,138992,11,7.9141245539311615,33.8038,-117.8218
California,Seal Beach,25272,2,7.9138968027856915,33.7542,-118.0714
California,Elk Grove,177145,14,7.903130204070112,38.4161,-121.3842
California,Bell Gardens,39556,3,7.584184447365759,33.9663,-118.155
California,Beaumont,53101,4,7.5328148245795745,33.9076,-116.9766
California,Milpitas,80275,6,7.47430706944877,37.4336,-121.8921
California,Wasco,27275,2,7.332722273143904,35.5938,-119.3671
California,Huntington Park,55005,4,7.272066175802199,33.98,-118.2167
California,Chula Vista,276025,20,7.245720496331853,32.6281,-117.0144
California,Walnut Creek,70078,5,7.1349068181169555,37.9024,-122.0399
California,Buena Park,84173,6,7.128176493649983,33.8572,-118.0046
California,Camarillo,70797,5,7.062446148848115,34.223,-119.0321
California,Walnut,28522,2,7.01213098660683,34.0334,-117.8593
California,Redondo Beach,71520,5,6.991051454138702,33.8577,-118.3765
California,Fremont,232084,16,6.894055600558419,37.5265,-121.9843
California,Danville,43602,3,6.8804183294344305,37.8121,-121.9698
California,San Bruno,43906,3,6.832779119027012,37.6256,-122.4313
California,San Mateo,105674,7,6.624145958324658,37.5522,-122.3121
California,Westminster,91089,6,6.5869643974574315,33.7523,-117.9938
California,San Carlos,30743,2,6.505545977946198,37.4982,-122.2677
California,La Verne,31408,2,6.367804381049414,34.1207,-117.7703
California,Brentwood,64355,4,6.21552326936524,37.9356,-121.719
California,Poway,48918,3,6.132711885195633,32.9871,-117.0201
California,Santa Clarita,229213,14,6.1078560116572795,34.4175,-118.4964
California,Alhambra,83001,5,6.024023806942085,34.084,-118.1355
California,Lincoln,49808,3,6.023128814648249,38.8774,-121.2937
California,Los Gatos,33587,2,5.954684848304403,37.2304,-121.9562
California,Menlo Park,33785,2,5.919786887672044,37.4685,-122.1673
California,Pleasant Hill,34595,2,5.781182251770487,37.9539,-122.0759
California,West Hollywood,35848,2,5.57911180540058,34.0883,-118.3719
California,Claremont,36462,2,5.48516263507213,34.1259,-117.7153
California,Roseville,147817,8,5.412097390692545,38.7703,-121.3196
California,Calexico,38649,2,5.174778131387617,32.6849,-115.4944
California,Rancho Cucamonga,174628,9,5.1538126760886,34.1247,-117.5667
California,Humboldt County,136463,7,5.129595568029429,,
California,Sunnyvale,156291,8,5.118656864438772,37.3836,-122.0255
California,Corona,157265,8,5.086955139414364,33.8616,-117.5649
California,Cupertino,60575,3,4.952538175815105,37.3168,-122.0466
California,Encinitas,62082,3,4.832318546438581,33.0492,-117.261
California,Redwood City,84234,4,4.7486763064795685,37.5025,-122.2253
California,Campbell,44080,2,4.537205081669691,37.2802,-121.9539
California,Santa Barbara,88730,4,4.508058153950186,34.4285,-119.7202
California,Murrieta,111050,5,4.502476361999099,33.5719,-117.1909
California,Morgan Hill,45558,2,4.3900083410158475,37.1325,-121.6419
California,Yorba Linda,68460,3,4.382120946538125,33.889,-117.7714
California,Tracy,93356,4,4.284673722096063,37.7269,-121.4523
California,Brea,47415,2,4.218074449014025,33.9254,-117.8655
California,Rocklin,71571,3,4.1916418661189585,38.8075,-121.2489
California,Cypress,50269,2,3.9785951580496928,33.8171,-118.0386
California,Galt,25525,1,3.917727717923604,38.2698,-121.3004
California,Menifee,102654,4,3.89658464355992,33.6909,-117.1849
California,Hercules,26045,1,3.839508542906508,38.0064,-122.2564
California,Daly City,104940,4,3.8117019249094723,37.6862,-122.4685
California,Glendora,52610,2,3.8015586390420073,34.1449,-117.8467
California,Windsor,26307,1,3.8012696240544344,38.5422,-122.8089
California,West Sacramento,53666,2,3.7267543696194987,38.5557,-121.5505
California,Mountain View,82592,3,3.632313056954669,37.4001,-122.0796
California,Costa Mesa,111915,4,3.574141089219497,33.6667,-117.9135
California,Newport Beach,85411,3,3.5124281415742704,33.6151,-117.8668
California,Carlsbad,114972,4,3.4791079567198975,33.1246,-117.2834
California,Atascadero,29794,1,3.3563804792911327,35.4827,-120.6858
California,Mission Viejo,93759,3,3.1996928294883693,33.6096,-117.6551
California,Laguna Hills,31402,1,3.18451054072989,33.5918,-117.6991
California,Simi Valley,126487,4,3.1623803236696264,34.2663,-118.749
California,San Clemente,64409,2,3.1051561117235167,33.4499,-117.6102
California,Laguna Niguel,64519,2,3.0998620561385017,33.5275,-117.705
California,Goleta,32753,1,3.0531554361432542,34.4361,-119.8594
California,Glendale,196841,6,3.048145457501232,34.1819,-118.2468
California,Tehama County,65829,2,3.0381746646614713,,
California,South San Francisco,66119,2,3.0248491356493594,37.6538,-122.4196
California,Dana Point,33165,1,3.015226895823911,33.4733,-117.6967
California,San Dimas,34939,1,2.8621311428489653,34.1082,-117.809
California,Dublin,72142,2,2.772310166061379,37.7161,-121.8963
California,Temple City,36545,1,2.736352442194555,34.1022,-118.0579
California,Kings County,152486,4,2.62319163726506,,
California,Chino Hills,78573,2,2.545403637381798,33.9508,-117.7254
California,Folsom,79036,2,2.530492433827623,38.6668,-121.1422
California,Pleasanton,80421,2,2.4869126223250144,37.6663,-121.8805
California,Yuba County,81575,2,2.451731535396874,,
California,Culver City,40795,1,2.4512807942149775,34.0058,-118.3968
California,Siskiyou County,44076,1,2.268808421816862,,
California,Rohnert Park,44330,1,2.2558087074216107,38.3479,-122.6965
California,Calaveras County,45292,1,2.2078954340722423,,
California,Rancho Santa Margarita,48119,1,2.0781811758349096,33.6318,-117.5988
California,Sutter County,99633,2,2.007367037025885,,
California,Placentia,51911,1,1.92637398624569,33.8807,-117.8553
California,Madera County,156255,3,1.919938561966017,,
California,Aliso Viejo,52174,1,1.9166634722275464,33.5792,-117.7289
California,Jurupa Valley,105107,2,1.9028228376796978,34.001,-117.4706
California,Yucaipa,54620,1,1.8308311973636031,34.0336,-117.0429
California,Sacramento County,1585055,26,1.6403216292179135,,
California,Thousand Oaks,126926,2,1.5757212864188581,34.1914,-118.8756
California,El Dorado County,191185,3,1.5691607605199152,,
California,Davis,66796,1,1.49709563446913,38.5553,-121.737
California,Napa County,138019,2,1.4490758518754665,,
California,Eastvale,69849,1,1.4316597231170096,33.9617,-117.5803
California,Shasta County,182155,2,1.0979660179517443,,
California,Merced County,281202,3,1.066848742185333,,
California,Irvine,305313,3,0.9825981861237485,33.6772,-117.7738
California,Kern County,909235,8,0.8798605421040765,,
California,Fresno County,1008654,8,0.7931361993309896,,
California,Placer County,404739,3,0.741218414830298,,
California,Monterey County,439035,3,0.6833168198435204,,
California,Stanislaus County,552878,3,0.5426151881608601,,
California,Butte County,211632,1,0.47251833371134794,,
California,Yolo County,216403,1,0.4621008026690942,,
California,Tulare County,473117,2,0.4227284160154888,,
California,Sonoma County,488863,2,0.4091125734612765,,
California,San Joaquin County,779233,3,0.3849939620113625,,
California,Marin County,262321,1,0.38121233145649797,,
California,Riverside County,2418185,9,0.372179961417344,,
California,Santa Barbara County,448229,1,0.22310024563337041,,
California,Solano County,453491,1,0.22051154267670142,,
California,Los Angeles County,10014009,14,0.1398041483685505,,
California,Orange County,3186989,4,0.12551031710495392,,
California,Ventura County,843843,1,0.1185054565837484,,
California,Alameda County,1682353,1,0.059440557362218274,,
California,San Bernardino County,2181654,1,0.04583678255122031,,
California,San Diego County,3298634,1,0.030315579115476287,,
